2026-06-17 11:51:30,703 [INFO] Starting run...
2026-06-17 11:51:32,705 [INFO] Loaded 62 questions
2026-06-17 11:51:32,705 [INFO] Querying: how to become a certified dog groomer
2026-06-17 11:51:32,706 [ERROR] [gemini] Failed for 'how to become a certified dog groomer': name 'genai' is not defined
2026-06-17 11:51:32,706 [INFO] Querying: how to become a professional dog trainer
2026-06-17 11:51:32,707 [ERROR] [gemini] Failed for 'how to become a professional dog trainer': name 'genai' is not defined
2026-06-17 11:51:32,707 [INFO] Querying: how to become a dog behavior specialist
2026-06-17 11:51:32,707 [ERROR] [gemini] Failed for 'how to become a dog behavior specialist': name 'genai' is not defined
2026-06-17 11:51:32,708 [INFO] Querying: how to become a pet care professional
2026-06-17 11:51:32,708 [ERROR] [gemini] Failed for 'how to become a pet care professional': name 'genai' is not defined
2026-06-17 11:51:32,709 [INFO] Querying: how to become a canine care expert
2026-06-17 11:51:32,709 [ERROR] [gemini] Failed for 'how to become a canine care expert': name 'genai' is not defined
2026-06-17 11:51:32,709 [INFO] Querying: how long does it take to become a dog groomer
2026-06-17 11:51:32,710 [ERROR] [gemini] Failed for 'how long does it take to become a dog groomer': name 'genai' is not defined
2026-06-17 11:51:32,710 [INFO] Querying: how old do you have to be to be a dog groomer
2026-06-17 11:51:32,710 [ERROR] [gemini] Failed for 'how old do you have to be to be a dog groomer': name 'genai' is not defined
2026-06-17 11:51:32,711 [INFO] Querying: how much does dog grooming school cost
2026-06-17 11:51:32,711 [ERROR] [gemini] Failed for 'how much does dog grooming school cost': name 'genai' is not defined
2026-06-17 11:51:32,712 [INFO] Querying: dog groomer certification cost
2026-06-17 11:51:32,712 [ERROR] [gemini] Failed for 'dog groomer certification cost': name 'genai' is not defined
2026-06-17 11:51:32,712 [INFO] Querying: is dog grooming a good career
2026-06-17 11:51:32,713 [ERROR] [gemini] Failed for 'is dog grooming a good career': name 'genai' is not defined
2026-06-17 11:51:32,713 [INFO] Querying: how to become a certified dog trainer online
2026-06-17 11:51:32,713 [ERROR] [gemini] Failed for 'how to become a certified dog trainer online': name 'genai' is not defined
2026-06-17 11:51:32,714 [INFO] Querying: how to start a grooming business from home
2026-06-17 11:51:32,714 [ERROR] [gemini] Failed for 'how to start a grooming business from home': name 'genai' is not defined
2026-06-17 11:51:32,715 [INFO] Querying: how do i start my own pet business from scratch
2026-06-17 11:51:32,715 [ERROR] [gemini] Failed for 'how do i start my own pet business from scratch': name 'genai' is not defined
2026-06-17 11:51:32,715 [INFO] Querying: careers working with dogs
2026-06-17 11:51:32,716 [ERROR] [gemini] Failed for 'careers working with dogs': name 'genai' is not defined
2026-06-17 11:51:32,716 [INFO] Querying: pet business ideas from home
2026-06-17 11:51:32,717 [ERROR] [gemini] Failed for 'pet business ideas from home': name 'genai' is not defined
2026-06-17 11:51:32,717 [INFO] Querying: jobs with dogs that pay well
2026-06-17 11:51:32,717 [ERROR] [gemini] Failed for 'jobs with dogs that pay well': name 'genai' is not defined
2026-06-17 11:51:32,718 [INFO] Querying: high paying careers working with animals
2026-06-17 11:51:32,718 [ERROR] [gemini] Failed for 'high paying careers working with animals': name 'genai' is not defined
2026-06-17 11:51:32,718 [INFO] Querying: how to become an event planner
2026-06-17 11:51:32,719 [ERROR] [gemini] Failed for 'how to become an event planner': name 'genai' is not defined
2026-06-17 11:51:32,719 [INFO] Querying: how to become a wedding planner
2026-06-17 11:51:32,720 [ERROR] [gemini] Failed for 'how to become a wedding planner': name 'genai' is not defined
2026-06-17 11:51:32,720 [INFO] Querying: how to become an event decorator
2026-06-17 11:51:32,720 [ERROR] [gemini] Failed for 'how to become an event decorator': name 'genai' is not defined
2026-06-17 11:51:32,721 [INFO] Querying: how to start an event planning business
2026-06-17 11:51:32,721 [ERROR] [gemini] Failed for 'how to start an event planning business': name 'genai' is not defined
2026-06-17 11:51:32,722 [INFO] Querying: How do I become an event designer?
